ID,Character,Gender,Turkish,MSA,Syrian_Arabic
899,Kemal,Male,Geberteceğim ben seni.  Ciğerini sokayım.,سأقتلك. سأدمر حياتك.,رح خلص عليك
900,Yusuf,Male,Sen hala akıllanmadın mı lan?  Hala akıllanmadın mı?,ألا تزال لم تتعقل؟ ألا تزال لم تتعقل؟,لساتك عم تحكي ولاك غبي ، انت مارح تعقل ابدا يعني
901,Yusuf,Male,Sana ne dedim ben?  O çocukların etrafında dolaşmayacaksın demedim mi lan?,ماذا قلت لك؟ ألم أقل لك أن لا تتجول حول هؤلاء الأطفال؟,ولك انا ما قلتلك ، كون عاقل،  واصحك تقرب من الولاد ولا بتلاقيني قدامك
902,Kemal,Male,Sen kimsin lan ha?  Kimsin?,من أنت؟ من أنت؟,انت مين مفكر حالك ؟ ، مين انت ؟
903,Arkut,Male,"Ama toprağı da katsan,  dağları da açsan getiremezsin.",ولكن حتى لو حفرت الأرض، وفتحت الجبال، لن تستطيع إحضارها.,بس متل ما بيقولو ما حدا بيقدر يرجع شي من الرماد
904,Faysal,Male,Erkut alacağın olsun lan!  Bırakın lan beni bırakın!,أوعدك يا أرقط سأنتقم! اتركوني!,ارقوط رح دفعك التمن ، يلا تركوني تركوني
905,MAN D 521,Male,Bir daha görmeyeceğiz seni buradan.  Ulan.,لن نراك هنا مرة أخرى.  أصلاً.,لا عاد تجي لهون مرة تانية
906,Faysal,Male,Ulan Erkut bunu ödeteceğim lan sana.,سأجعلك تدفع ثمن ذلك يا أرقط.,ولك ارقوط ، ما بيكون اسمي فيصل
907,Faysal,Male,Ölüm fermanını kendin imzaladın lan!,لقد وقعت على حكم موتك يا ولدي!,اذا ما بخليك تدفع تمن وساختك غالي
908,Selim,Male,Sen hep yüzüme bakar mısın benim?  Bir şey demeyecek misin?,هل ستنظرين إلي دومًا؟ ألا تقولين شيئًا؟,زينب لو سمحتي اتطلعي بوشي
909,Hakkı,Male,"Eğer sen kurtarmasaydın,  babam Elifi götürecekti.",لو لم تنقذها، كان والدي سيأخذ إليف.,لو أنت ما انقذت أليف ، بابا كان ممكن ياخدها ويأذيها
910,Arzu,Female,Alışveriş yapmak ne kadar iyi geldi biliyor musun?,التسوق كان مريحًا جدًا، هل تعرفين؟,بتعرفي الروحة على السوق كتير فادتني
911,Arzu,Female,Senin ne işin var burada?  Bir şey yok.,ما الذي تفعلينه هنا؟ ليس هناك شيء.,انتي شو عم تساوي هون ؟
912,Arzu,Female,Erkut seni bırakıp gitti mi?,هل تركك أرقط وذهب؟,ارقوط جابك لهون وراح ؟
913,Arzu,Female,Burası benim evim canım hala anlayamadın mı sen?,هذا منزلي يا عزيزتي، ألا تفهمين بعد؟,بس هاد البيت ألي لهلأ لسى ما فهمتي ؟
914,Arzu,Female,"Tabii,  senin gibi birinden kurtulmak için ancak böyle bir yalan uyduruldum.",بالطبع، لاختلاق كذبة كهذه للهرب من شخص مثلك لا يعتبر أمراً غريباً.,طبعا ، بعد ما شاف انو مافي منك فايدة تخلص منك
915,Arzu,Female,Burada sana ekmek yok güzelim.  O yüzden başka kapıya gideceksin.,لا توجد لقمة خبز لك هنا عزيزتي. لذلك يجب أن تذهبي إلى مكان آخر.,والله ما ألك مكان هون ، فروحي على مكان تاني
916,Asuman,Female,Dostum.  Ya kız dostum bu dışarıda niye alıyorsun bebeğim?,صديقتي. لماذا تتركي الفتاة فقط في الخارج يا عزيزتي؟,ارزو ، معقول نتركا لحالا والدنيا تلج برا ؟
917,Arzu,Female,Yoksa seni de onun yanına gönderirim haberin olsun.,وإلا سأرسلكِ إلى حيث هي، كوني على علٍم بذلك.,والا انتي رح تصيري معها برا
918,Arzu,Female,"Nereye gidiyorsa gitsin,  cehenneme kadar yolu var.",فلتذهب إلى أي مكان تريد، إلى الجحيم لست مهتمة.,ما دخلني ، تروح لوين ما بدها ، انشالله تروح على جهنم
919,Arzu,Female,Ne yapıyorsun sen ya?  Kızı getirip kapının önüne bırakmasını delirdin mi sen?,ماذا تفعلين؟ هل جننتِ لتتركي الفتاة عند الباب؟,شو قصدك بهالحركة ؟ ، كيف بتترك المرا قدام بيتي جنيت ؟
920,Arzu,Female,Onun evi mi?  Ay çok komiksin gerçekten.,منزلها؟ أنت مضحك جداً حقاً.,هون بيتا ، ضحكتني وما ألي نفس أتضحك
921,Arkut,Male,Arzu.  Bak şimdi saçmalamayı kesiyorsun.  O kızı içeri alıyorsun tamam mı?,آرزو. توقفِ عن الهراء الآن. أدخلي تلك الفتاة إلى الداخل، موافقة؟,ارزو ، انت هلأ رح تفتحي الباب لغونجا ، وتفوتيها لجوا تمام
922,Behriye,Female,gidip kendine gördün bil bakalım.,اذهبى لترى بنفسك.,حزري شو اللي انا شفتو قبل شوي ؟
923,Behriye,Female,Kadın iki gün sonra gelir evladım evladım  diye burada bir yaklamaya başlar gör bak.,ستأتي المرأة بعد يومين وتبدأ في النداء عليه مثل الأم والأم وترى.,اكيد المرا المسكينة بعد كم يوم رح تجي لتاخد ابنا من عند الرجال المتوحش بتشوفو
924,Melek,Female,Yok kızım siz devam edin böyle.,لا يا ابنتي، أنتم استمروا هكذا.,لا حبيبتي ، انتو لعبوا لحالكن
925,Faysal,Male,"Çabuk ümiti ara, tadımız kaçmasın.",بسرعة، اتصل بأوميت، لا نريد أن نفقد مزاجنا.,اتصل بأوميت بسرعة ، وبلا مشاكل
926,Faysal,Male,Eee?  Ondan iki gün önce bu herifin kafasına sopayla vurup bayıltmadın mı?  Bayılttım.  Yok ya.,إيه؟ قبلها بيومين لم تقم بضرب هذا الرجل على رأسه بالعصا وإغماقه؟ أغميته. لا يا.,اييي ، بس مو قبل يومين ضربتو على راسو واغمى عليه وخطفتو ؟ ، مظبوط
927,Faysal,Male,Kesin yalan söylüyor bu avukat bozuntusu.,بالتأكيد هذا المحامي الكاذب يكذب.,اكيد هالمحامي الغبي عم يكذب عليي
928,Murat,Male,Senden sadece para ödemek için birkaç gün daha müddet istiyorum ha.  Olabilir mi böyle bir şey?  Siz?,أطلب منك فقط مهلة لبضعة أيام أخرى لدفع المال، هل هذا ممكن؟ أنتم؟,لهيك ، اجيت اترجاك بركي بتعطينا مهلة يومين تلاتة وبسكرلك دينك
929,Murat,Male,Yani şimdi bizim sana hiç borcumuz kalmadı öyle mi?,يعني الآن لم يعد علينا دين لك صحيح؟,قصدك ، هلأ حضرتك ما ألك علينا مصاري
930,Tülay,Female,Şu an sinirlisin diye böyle,أنت غاضبة الآن لذلك,انتي ، زعلانة ومعصبة هلأ
931,Asuman,Female,Bu da böyle sıcak sıcak banyo keyfi yapsın.  Oh ne güzel vallahi.,وها هي تستمتع بحمام دافئ.  رائع والله. ,وأرزو مبسوطة بحماما الدافي شو هالظلم ؟
932,Murat,Male,Hayır yani ne ara bizim borcumuz olduğunu öğrendin de,لا أدري متى عرفت عن ديننا,وماعم استوعبو ، من وين عرفت انو نحن في علينا دين
933,Murat,Male,Ne ara gittiğini ödedin de  valla ben anlamadım.  Hımm.,وكيف ذهب وسدده، والله لم أفهم.  هاه. ,وعرفت هداك الرجال ، والله ما فهمت
934,Murat,Male,Ya baba bak sana ne anlatacağım.,انظر يا أبي ماذا سأخبرك. ,سماع بابا ، عندي خبر رائع
935,Faysal,Male,Sen sonra anlatırsın olur mu?  Ben dinleneceğim biraz.,ستخبرني لاحقًا، حسنًا؟ سأرتاح قليلاً. ,بعدين بتخبرني ماشي ابني ، انا كتير تعبان
936,Tülay,Female,Ya sen kimi kandırıyorsun Veysel?  Ben kocamı tanımaz mıyım?  Bir tuhafsın işte.,"يا من تخدع يا فيسيل؟ ألا أعرف زوجي؟ أنت غريب الأطوار.
",لاء ، فيصل انا مرتك وبعرفك منيح مبين انك غريب ومانك عبعضك
937,Faysal,Male,Ya ne tuhafı Tülay ya.  Sen de kuruntu yapma şimdi yani.,لماذا غريب يا تولاي؟ لا تتوهمي الآن. ,حاجتك بقى من وين لوين غريب؟ ، قلتلك تعبان وبس بدي ارتاح
938,Tülay,Female,Kaç kere aradım telefonlarıma bakmadın ya.,كم مرة اتصلت ولم ترد عليَّ! ,بتعرف كم مرة اتصلت فيك بس انت مارديت عليي؟
939,Faysal,Male,Haklısın ama valla benim kafam böyle kazan gibi ya.  Biraz,أنت محقة ولكن والله رأسي مثل القدر. قليل من,معك حق بس ، حاسس راسي رح ينفجر
940,Faysal,Male,Ya Tülay sen ne ima etmeye çalışıyorsun ya?  Ne ima etmeye çalışıyorsun?,يا تولاي، ماذا تحاولين التلميح إليه؟ ماذا تحاولين التلميح؟ ,تولاي مشان الله انتي شو عم تلمحي هلق كمان؟ ، شو يلي بدك تقوليه ؟
941,Faysal,Male,Hem sen ne düşünüyorsun ya?  Adam öldürdüğümü mü düşünüyorsun?,وما الذي كنت تفكر به؟ هل تعتقدين أنني قتلت أحداً؟ ,بعدين ، لوين راح تفكيرك آه؟ ، عم تتهميني بالقتل يعني ؟
942,Faysal,Male,Bu kadar mı senin güveneceğin ya?,هل هذا قدر ثقتك بي؟ ,انتي ما بتثقي فيني ابدا؟
943,Tülay,Female,"Ya Murat,  madem bir sıkıntısı var,  ya bunu bize anlatsın.",يا مراد، إذا كانت لديه مشكلة، فليخبرنا بها. ,ماشي مراد ، طالما عندو شي مشكلة ، طيب ، ليش ما بخبرنا ؟
944,Tülay,Female,Kesin bir şeyin herkesi diyor benden.,بالتأكيد لديه شيء يريد قوله لكل شخص مني. ,فشي اكيد هو عم يخبي شي
945,Murat,Male,Hem senden ne saklayacak ki babam?,وأيضاً، ماذا يمكن أن يخفي عنك والدي؟ ,بعدين ، بابا ما بخبي عنك
946,Faysal,Male,Al fılan şu parasızlığın gözü kör olsun be.,لعن الله هذا الفقر. ,يلعن ابو الفقر وقلة المصاري
947,MAN B 522,Male,Bir ay önce Cengiz abiden satmak için 50 koli mutfak eşyası almışsın.,منذ شهر،  كان لديك 50 صندوق من أدوات المطبخ لبيعها من السيد جنكيز. ,الظاهر نسيت أنك أخدت غراض المطبخ من المعلم تبعنا قبل شهر
948,Asuman,Female,Tamam tamam şimdi kendine gelirsin merak etme  ama ne olur sessiz ol tamam mı Gonca lütfen.,حسناً حسناً، ستعودين إلى حالتك لا تقلقي ولكن أرجوكِ كوني هادئة حسناً غونكا، من فضلك.,ولا يهمك بعد شوي بتصيري منيحة بس بترجاكي لا تطلعي اي صوت
949,Asuman,Female,Aslında burası senin be Gonca.,في الواقع هذا المكان هو لكِ يا غونكا.,بالحقيقة هادا البيت إلك غونجا
950,Asuman,Female,Eğer biz dikkat edersek hiçbir şey olmaz tamam mı?  Senden tek ricam ne olur sessiz ol.  Çıtını bile çıkarma.,إذا كنا حذرين، لن يحدث شيء، حسناً؟ طلبي الوحيد هو أرجوكِ كوني هادئة. لا تُصدرِ صوتاً.,اذا كنا منتبهين ما بصير اي شي لهيك انا بترجاكي لا تطلعي ولا اي صوت
951,Aliya,Female,Hay Allahım sen akıl fikir ver şu gençlere,يا إلهي، امنح هؤلاء الشباب العقل والتفكير,يا ربي ، أنا بتمنى يرجعوا الولاد لبعض
952,Aliya,Female,Sen bir Selimle konuşsan mı acaba?,هل لا تتحدثين مع سليم؟,شو رأيك تحكي مع سليم مرة تانية؟
953,Aliya,Female,Bana bir şey anlatmadı belki sana anlatır.,لم يروي لي شيئاً، ربما يحدثك.,ما حكالي شي بلكي بيحكيلك الك
954,Aliya,Female,Sen hemen çık konuş.  Bu konu daha mühim.  Hayat memat meselesi.,اذهبي وتحدثي الآن. هذا الموضوع أكثر أهمية. إنه مسألة حياة أو موت.,انتي احكي معو ، لأنو ، هالموضوع  أهم ، ما فينا نهملو
955,Melek,Female,"Ya Selim, sen Zeynepi tanımıyor musun?",يا سليم، لا تعرف زينب؟,سليم ، انت ما بتعرف زينب؟
956,Selim,Male,Ama sen de biliyorsun abla.,لكنك تعلمين أيضاً يا أختي.,بس انتي كمان بتعرفي
957,Tülay,Female,Sana mı hesap vereceğim diyor.,يقول لي هل أعطي لك حساباتي.,ما بيتقبل مني اي سؤال
958,Tülay,Female,Sen benim yerimde olsan sormaz mısın kocana ne oluyor bu nedir diye?,لو كنت في مكاني، ألا تسأل زوجك ماذا يحدث؟,انا مرتو معقولة ما بحقلي اسألو ؟، حطي حالك مكاني
959,Tülay,Female,"İyiyim, iyiyim güzelim ben sen merak etme.",أنا بخير، أنا بخير يا جميلتي لا تقلقي علي.,انا منيحة حبيبة قلبي لا تشغلي بالك
960,İnci,Female,Batu değil mi herif abla sana?,أليس هذا الرجل بطلك، أختي؟,ليكون ضربك حبيبتي أليف؟
961,Yusuf,Male,Ben de senin yaşlarından kendim geldim Satranç.,تعلمت الشطرنج نفسك في سنك.,أنا تعلمت الشطرنج لما كنت بعمرك
962,Hakkı,Male,Ne güzel.  Baban seni seviyormuş Yusuf amca.,جميل. والدك يحبك يا عم يوسف.,حلو ، معناتا أبوك كان كتير يحبك
963,Selim,Male,Yani bu hafta kesin ödeme olacak diyorsunuz.,إذًا تقول بكل تأكيد سيكون هناك دفع هذا الأسبوع.,يعني ، الدفع ، ما رح يصير لأخر الاسبوع ؟
964,Elif,Female,"Ben okurum, sen de resimlerine bakarsın.",سأقرأ، وأنت تنظر إلى الصور.,انا بقرالك ياه و انتي بتشوفي الصور
965,Yusuf,Male,Çıkmadan sen de son kez bir kontrol edersin.,يمكنك التحقق مرة أخيرة قبل الخروج.,حطيتلك دفاتر و قلام و محايات
966,Filiz,Female,"Hakkıcım, sen yapmak ister misin?  Hakkı.",حقي، هل ترغب في القيام بذلك؟ حقي.,حقي ، انت ما بدك تخبرنا ؟
967,Filiz,Female,Babanı arayalım gelip seni alsın hemen olur mu?,دعنا نتصل بوالدك ليأتي ويأخذك فوراً، هل يمكن؟,رح اتصل بأبوك ليجي ياخدك شو رأيك ؟
968,Filiz,Female,Daha fazla zaman kaybetme hastalığın daha da ilerlemesin.,لا تضيع المزيد من الوقت لكي لا تتفاقم حالتك الصحية.,بلا ما تتعب و تسوء حالتك لا سمح الله
969,Yusuf,Male,"Çık git diyorum sana, çık git!",أقول لك اغرب من هنا، اغرب!,يلا روح من هون ، انقلع و لا تخليني شوفك
